,country,state,district,year,dyid,Serial No.,District,calcium,SDP,Gini
0,India,West Bengal,24 Paraganas North,2000,24 Paraganas North2000,625.0,North Twenty Four,50.588234,151670.0,0.38
1,India,West Bengal,24 Paraganas North,2001,24 Paraganas North2001,625.0,North Twenty Four,,162624.0,0.38
2,India,West Bengal,24 Paraganas North,2002,24 Paraganas North2002,625.0,North Twenty Four,85.666664,168324.0,0.38
3,India,West Bengal,24 Paraganas North,2003,24 Paraganas North2003,625.0,North Twenty Four,,178214.0,0.38
4,India,West Bengal,24 Paraganas North,2004,24 Paraganas North2004,625.0,North Twenty Four,57.040001,190029.0,0.38
5,India,West Bengal,24 Paraganas North,2005,24 Paraganas North2005,625.0,North Twenty Four,32.108109,201994.0,0.38
6,India,West Bengal,24 Paraganas North,2006,24 Paraganas North2006,625.0,North Twenty Four,,217849.0,0.38
7,India,West Bengal,24 Paraganas North,2007,24 Paraganas North2007,625.0,North Twenty Four,42.833332,234798.0,0.38
8,India,West Bengal,24 Paraganas North,2008,24 Paraganas North2008,625.0,North Twenty Four,112.0,244262.0,0.38
9,India,West Bengal,24 Paraganas North,2009,24 Paraganas North2009,625.0,North Twenty Four,,263230.0,0.38
10,India,West Bengal,24 Paraganas North,2010,24 Paraganas North2010,625.0,North Twenty Four,,279191.0,0.38
11,India,West Bengal,24 Paraganas North,2011,24 Paraganas North2011,625.0,North Twenty Four,,289432.0,0.38
12,India,West Bengal,24 Paraganas North,2012,24 Paraganas North2012,625.0,North Twenty Four,,301479.0,0.38
13,India,West Bengal,24 Paraganas North,2013,24 Paraganas North2013,625.0,North Twenty Four,,308238.0,0.38
14,India,West Bengal,24 Paraganas North,2014,24 Paraganas North2014,625.0,North Twenty Four,,315425.0,0.38
15,India,West Bengal,24 Paraganas North,2015,24 Paraganas North2015,625.0,North Twenty Four,,334561.0,0.38
16,India,West Bengal,24 Paraganas North,2016,24 Paraganas North2016,625.0,North Twenty Four,45.093334,357756.0,0.38
17,India,West Bengal,24 Paraganas North,2017,24 Paraganas North2017,625.0,North Twenty Four,20.564102,381534.0,0.38
18,India,West Bengal,24 Paraganas North,2018,24 Paraganas North2018,625.0,North Twenty Four,27.125,403248.0,0.38
19,India,West Bengal,24 Paraganas South,2000,24 Paraganas South2000,629.0,South Twenty Four,53.483871,151670.0,0.29
20,India,West Bengal,24 Paraganas South,2001,24 Paraganas South2001,629.0,South Twenty Four,51.947369,162624.0,0.29
21,India,West Bengal,24 Paraganas South,2002,24 Paraganas South2002,629.0,South Twenty Four,55.294117,168324.0,0.29
22,India,West Bengal,24 Paraganas South,2003,24 Paraganas South2003,629.0,South Twenty Four,,178214.0,0.29
23,India,West Bengal,24 Paraganas South,2004,24 Paraganas South2004,629.0,South Twenty Four,37.81818,190029.0,0.29
24,India,West Bengal,24 Paraganas South,2005,24 Paraganas South2005,629.0,South Twenty Four,43.285713,201994.0,0.29
25,India,West Bengal,24 Paraganas South,2006,24 Paraganas South2006,629.0,South Twenty Four,,217849.0,0.29
26,India,West Bengal,24 Paraganas South,2007,24 Paraganas South2007,629.0,South Twenty Four,35.0,234798.0,0.29
27,India,West Bengal,24 Paraganas South,2008,24 Paraganas South2008,629.0,South Twenty Four,,244262.0,0.29
28,India,West Bengal,24 Paraganas South,2009,24 Paraganas South2009,629.0,South Twenty Four,42.799999,263230.0,0.29
29,India,West Bengal,24 Paraganas South,2010,24 Paraganas South2010,629.0,South Twenty Four,31.0,279191.0,0.29
30,India,West Bengal,24 Paraganas South,2011,24 Paraganas South2011,629.0,South Twenty Four,40.880001,289432.0,0.29
31,India,West Bengal,24 Paraganas South,2012,24 Paraganas South2012,629.0,South Twenty Four,25.846153,301479.0,0.29
32,India,West Bengal,24 Paraganas South,2013,24 Paraganas South2013,629.0,South Twenty Four,46.636364,308238.0,0.29
33,India,West Bengal,24 Paraganas South,2014,24 Paraganas South2014,629.0,South Twenty Four,,315425.0,0.29
34,India,West Bengal,24 Paraganas South,2015,24 Paraganas South2015,629.0,South Twenty Four,,334561.0,0.29
35,India,West Bengal,24 Paraganas South,2016,24 Paraganas South2016,629.0,South Twenty Four,58.085712,357756.0,0.29
36,India,West Bengal,24 Paraganas South,2017,24 Paraganas South2017,629.0,South Twenty Four,44.703705,381534.0,0.29
37,India,West Bengal,24 Paraganas South,2018,24 Paraganas South2018,629.0,South Twenty Four,35.644444,403248.0,0.29
38,India,Telangana,Adilabad,2000,Adilabad2000,528.0,Adilabad,61.799999,,0.37
39,India,Telangana,Adilabad,2001,Adilabad2001,528.0,Adilabad,,,0.37
40,India,Telangana,Adilabad,2002,Adilabad2002,528.0,Adilabad,,,0.37
41,India,Telangana,Adilabad,2003,Adilabad2003,528.0,Adilabad,,,0.37
42,India,Telangana,Adilabad,2004,Adilabad2004,528.0,Adilabad,31.666666,79916.0,0.37
43,India,Telangana,Adilabad,2005,Adilabad2005,528.0,Adilabad,95.5,92751.0,0.37
44,India,Telangana,Adilabad,2006,Adilabad2006,528.0,Adilabad,41.700001,102977.0,0.37
45,India,Telangana,Adilabad,2007,Adilabad2007,528.0,Adilabad,72.400002,113456.0,0.37
46,India,Telangana,Adilabad,2008,Adilabad2008,528.0,Adilabad,109.88,128918.0,0.37
47,India,Telangana,Adilabad,2009,Adilabad2009,528.0,Adilabad,73.0,129267.0,0.37
48,India,Telangana,Adilabad,2010,Adilabad2010,528.0,Adilabad,85.63636,152123.0,0.37
49,India,Telangana,Adilabad,2011,Adilabad2011,528.0,Adilabad,110.36364,160602.0,0.37
50,India,Telangana,Adilabad,2012,Adilabad2012,528.0,Adilabad,,165080.0,0.37
51,India,Telangana,Adilabad,2013,Adilabad2013,528.0,Adilabad,48.545456,172681.0,0.37
52,India,Telangana,Adilabad,2014,Adilabad2014,528.0,Adilabad,75.272728,184192.0,0.37
53,India,Telangana,Adilabad,2015,Adilabad2015,528.0,Adilabad,103.0,205923.0,0.37
54,India,Telangana,Adilabad,2016,Adilabad2016,528.0,Adilabad,102.5,225108.0,0.37
55,India,Telangana,Adilabad,2017,Adilabad2017,528.0,Adilabad,84.833336,246058.0,0.37
56,India,Telangana,Adilabad,2018,Adilabad2018,528.0,Adilabad,113.5,268926.0,0.37
57,India,Uttar Pradesh,Agra,2000,Agra2000,569.0,Agra,55.599998,198839.0,0.26
58,India,Uttar Pradesh,Agra,2001,Agra2001,569.0,Agra,,202456.0,0.26
59,India,Uttar Pradesh,Agra,2002,Agra2002,569.0,Agra,,209007.0,0.26
60,India,Uttar Pradesh,Agra,2003,Agra2003,569.0,Agra,,220012.0,0.26
61,India,Uttar Pradesh,Agra,2004,Agra2004,569.0,Agra,64.0,231029.0,0.26
62,India,Uttar Pradesh,Agra,2005,Agra2005,569.0,Agra,74.153847,244514.0,0.26
63,India,Uttar Pradesh,Agra,2006,Agra2006,569.0,Agra,,263935.0,0.26
64,India,Uttar Pradesh,Agra,2007,Agra2007,569.0,Agra,,280851.0,0.26
65,India,Uttar Pradesh,Agra,2008,Agra2008,569.0,Agra,,302192.0,0.26
66,India,Uttar Pradesh,Agra,2009,Agra2009,569.0,Agra,,320989.0,0.26
67,India,Uttar Pradesh,Agra,2010,Agra2010,569.0,Agra,,346621.0,0.26
68,India,Uttar Pradesh,Agra,2011,Agra2011,569.0,Agra,,365375.0,0.26
69,India,Uttar Pradesh,Agra,2012,Agra2012,569.0,Agra,,381471.0,0.26
70,India,Uttar Pradesh,Agra,2013,Agra2013,569.0,Agra,,400680.0,0.26
71,India,Uttar Pradesh,Agra,2014,Agra2014,569.0,Agra,,413263.0,0.26
72,India,Uttar Pradesh,Agra,2015,Agra2015,569.0,Agra,,448582.0,0.26
73,India,Uttar Pradesh,Agra,2016,Agra2016,569.0,Agra,40.903225,503182.0,0.26
74,India,Uttar Pradesh,Agra,2017,Agra2017,569.0,Agra,,522441.0,0.26
75,India,Uttar Pradesh,Agra,2018,Agra2018,569.0,Agra,62.295788,537577.0,0.26
76,India,Gujarat,Ahmadabad,2000,Ahmadabad2000,126.0,Ahmedabad,60.0,118544.0,0.33
77,India,Gujarat,Ahmadabad,2001,Ahmadabad2001,126.0,Ahmedabad,,128178.0,0.33
78,India,Gujarat,Ahmadabad,2002,Ahmadabad2002,126.0,Ahmedabad,78.46154,139353.0,0.33
79,India,Gujarat,Ahmadabad,2003,Ahmadabad2003,126.0,Ahmedabad,,162563.0,0.33
80,India,Gujarat,Ahmadabad,2004,Ahmadabad2004,126.0,Ahmedabad,65.800003,172265.0,0.33
81,India,Gujarat,Ahmadabad,2005,Ahmadabad2005,126.0,Ahmedabad,45.333332,197270.0,0.33
82,India,Gujarat,Ahmadabad,2006,Ahmadabad2006,126.0,Ahmedabad,63.916668,213954.0,0.33
83,India,Gujarat,Ahmadabad,2007,Ahmadabad2007,126.0,Ahmedabad,115.33334,239253.0,0.33
84,India,Gujarat,Ahmadabad,2008,Ahmadabad2008,126.0,Ahmedabad,68.0,249480.0,0.33
85,India,Gujarat,Ahmadabad,2009,Ahmadabad2009,126.0,Ahmedabad,105.2,284732.0,0.33
86,India,Gujarat,Ahmadabad,2010,Ahmadabad2010,126.0,Ahmedabad,105.09091,315892.0,0.33
87,India,Gujarat,Ahmadabad,2011,Ahmadabad2011,126.0,Ahmedabad,86.133331,336886.0,0.33
88,India,Gujarat,Ahmadabad,2012,Ahmadabad2012,126.0,Ahmedabad,87.555557,377257.0,0.33
89,India,Gujarat,Ahmadabad,2013,Ahmadabad2013,126.0,Ahmedabad,79.0,405603.0,0.33
90,India,Gujarat,Ahmadabad,2014,Ahmadabad2014,126.0,Ahmedabad,86.181816,446157.0,0.33
91,India,Gujarat,Ahmadabad,2015,Ahmadabad2015,126.0,Ahmedabad,83.599998,489877.0,0.33
92,India,Gujarat,Ahmadabad,2016,Ahmadabad2016,126.0,Ahmedabad,104.0,533602.0,0.33
93,India,Gujarat,Ahmadabad,2017,Ahmadabad2017,126.0,Ahmedabad,106.0,598463.0,0.33
94,India,Gujarat,Ahmadabad,2018,Ahmadabad2018,126.0,Ahmedabad,118.5,654033.0,0.33
95,India,Maharashtra,Ahmednagar,2000,Ahmednagar2000,338.0,Ahmadnagar,70.310349,285492.0,0.24
96,India,Maharashtra,Ahmednagar,2001,Ahmednagar2001,338.0,Ahmadnagar,51.759998,295578.0,0.24
97,India,Maharashtra,Ahmednagar,2002,Ahmednagar2002,338.0,Ahmadnagar,66.699997,315961.0,0.24
98,India,Maharashtra,Ahmednagar,2003,Ahmednagar2003,338.0,Ahmadnagar,,340364.0,0.24
99,India,Maharashtra,Ahmednagar,2004,Ahmednagar2004,338.0,Ahmadnagar,82.470589,370023.0,0.24
100,India,Maharashtra,Ahmednagar,2005,Ahmednagar2005,338.0,Ahmadnagar,49.555557,423632.0,0.24
101,India,Maharashtra,Ahmednagar,2006,Ahmednagar2006,338.0,Ahmadnagar,58.923077,481983.0,0.24
102,India,Maharashtra,Ahmednagar,2007,Ahmednagar2007,338.0,Ahmadnagar,89.658539,538081.0,0.24
103,India,Maharashtra,Ahmednagar,2008,Ahmednagar2008,338.0,Ahmadnagar,80.219513,546533.0,0.24
104,India,Maharashtra,Ahmednagar,2009,Ahmednagar2009,338.0,Ahmadnagar,113.85,599338.0,0.24
105,India,Maharashtra,Ahmednagar,2010,Ahmednagar2010,338.0,Ahmadnagar,,667625.0,0.24
106,India,Maharashtra,Ahmednagar,2011,Ahmednagar2011,338.0,Ahmadnagar,,695904.0,0.24
107,India,Maharashtra,Ahmednagar,2012,Ahmednagar2012,338.0,Ahmadnagar,71.478264,734891.0,0.24
108,India,Maharashtra,Ahmednagar,2013,Ahmednagar2013,338.0,Ahmadnagar,129.66667,782973.0,0.24
109,India,Maharashtra,Ahmednagar,2014,Ahmednagar2014,338.0,Ahmadnagar,83.199997,831025.0,0.24
110,India,Maharashtra,Ahmednagar,2015,Ahmednagar2015,338.0,Ahmadnagar,64.421051,897225.0,0.24
111,India,Maharashtra,Ahmednagar,2016,Ahmednagar2016,338.0,Ahmadnagar,96.866669,985933.0,0.24
112,India,Maharashtra,Ahmednagar,2017,Ahmednagar2017,338.0,Ahmadnagar,104.5778,1026049.0,0.24
113,India,Maharashtra,Ahmednagar,2018,Ahmednagar2018,338.0,Ahmadnagar,78.884804,1067752.0,0.24
114,India,Rajasthan,Ajmer,2000,Ajmer2000,471.0,Ajmer,94.85714,89372.0,0.31
115,India,Rajasthan,Ajmer,2001,Ajmer2001,471.0,Ajmer,80.903229,99549.0,0.31
116,India,Rajasthan,Ajmer,2002,Ajmer2002,471.0,Ajmer,80.909088,87589.0,0.31
117,India,Rajasthan,Ajmer,2003,Ajmer2003,471.0,Ajmer,,115459.0,0.31
118,India,Rajasthan,Ajmer,2004,Ajmer2004,471.0,Ajmer,64.551727,112636.0,0.31
119,India,Rajasthan,Ajmer,2005,Ajmer2005,471.0,Ajmer,42.363636,120202.0,0.31
120,India,Rajasthan,Ajmer,2006,Ajmer2006,471.0,Ajmer,63.111111,134350.0,0.31
121,India,Rajasthan,Ajmer,2007,Ajmer2007,471.0,Ajmer,109.63636,140471.0,0.31
122,India,Rajasthan,Ajmer,2008,Ajmer2008,471.0,Ajmer,79.3125,152284.0,0.31
123,India,Rajasthan,Ajmer,2009,Ajmer2009,471.0,Ajmer,79.448273,161159.0,0.31
124,India,Rajasthan,Ajmer,2010,Ajmer2010,471.0,Ajmer,90.36364,185366.0,0.31
125,India,Rajasthan,Ajmer,2011,Ajmer2011,471.0,Ajmer,107.21429,202749.0,0.31
126,India,Rajasthan,Ajmer,2012,Ajmer2012,471.0,Ajmer,81.03846,210171.0,0.31
127,India,Rajasthan,Ajmer,2013,Ajmer2013,471.0,Ajmer,128.35001,222730.0,0.31
128,India,Rajasthan,Ajmer,2014,Ajmer2014,471.0,Ajmer,71.809525,238689.0,0.31
129,India,Rajasthan,Ajmer,2015,Ajmer2015,471.0,Ajmer,114.66666,257415.0,0.31
130,India,Rajasthan,Ajmer,2016,Ajmer2016,471.0,Ajmer,177.5,271636.0,0.31
131,India,Rajasthan,Ajmer,2017,Ajmer2017,471.0,Ajmer,90.772728,285979.0,0.31
132,India,Rajasthan,Ajmer,2018,Ajmer2018,471.0,Ajmer,87.157898,291356.0,0.31
133,India,Maharashtra,Akola,2000,Akola2000,351.0,Akola,91.545456,285492.0,0.25
134,India,Maharashtra,Akola,2001,Akola2001,351.0,Akola,42.0,295578.0,0.25
135,India,Maharashtra,Akola,2002,Akola2002,351.0,Akola,56.400002,315961.0,0.25
136,India,Maharashtra,Akola,2003,Akola2003,351.0,Akola,,340364.0,0.25
137,India,Maharashtra,Akola,2004,Akola2004,351.0,Akola,59.473682,370023.0,0.25
138,India,Maharashtra,Akola,2005,Akola2005,351.0,Akola,67.454544,423632.0,0.25
139,India,Maharashtra,Akola,2006,Akola2006,351.0,Akola,27.384615,481983.0,0.25
140,India,Maharashtra,Akola,2007,Akola2007,351.0,Akola,89.736839,538081.0,0.25
141,India,Maharashtra,Akola,2008,Akola2008,351.0,Akola,80.75,546533.0,0.25
142,India,Maharashtra,Akola,2009,Akola2009,351.0,Akola,46.46154,599338.0,0.25
143,India,Maharashtra,Akola,2010,Akola2010,351.0,Akola,,667625.0,0.25
144,India,Maharashtra,Akola,2011,Akola2011,351.0,Akola,,695904.0,0.25
145,India,Maharashtra,Akola,2012,Akola2012,351.0,Akola,,734891.0,0.25
146,India,Maharashtra,Akola,2013,Akola2013,351.0,Akola,94.846153,782973.0,0.25
147,India,Maharashtra,Akola,2014,Akola2014,351.0,Akola,105.8421,831025.0,0.25
148,India,Maharashtra,Akola,2015,Akola2015,351.0,Akola,113.28571,897225.0,0.25
149,India,Maharashtra,Akola,2016,Akola2016,351.0,Akola,84.285713,985933.0,0.25
150,India,Maharashtra,Akola,2017,Akola2017,351.0,Akola,111.54833,1026049.0,0.25
151,India,Maharashtra,Akola,2018,Akola2018,351.0,Akola,96.455025,1067752.0,0.25
152,India,Kerala,Alappuzha,2000,Alappuzha2000,266.0,Alappuzha,19.879999,79808.0,0.32
153,India,Kerala,Alappuzha,2001,Alappuzha2001,266.0,Alappuzha,32.031578,83795.0,0.32
154,India,Kerala,Alappuzha,2002,Alappuzha2002,266.0,Alappuzha,22.48889,89927.0,0.32
155,India,Kerala,Alappuzha,2003,Alappuzha2003,266.0,Alappuzha,,95755.0,0.32
156,India,Kerala,Alappuzha,2004,Alappuzha2004,266.0,Alappuzha,29.143999,104776.0,0.32
157,India,Kerala,Alappuzha,2005,Alappuzha2005,266.0,Alappuzha,,115500.0,0.32
158,India,Kerala,Alappuzha,2006,Alappuzha2006,266.0,Alappuzha,24.61875,124625.0,0.32
159,India,Kerala,Alappuzha,2007,Alappuzha2007,266.0,Alappuzha,26.612122,135747.0,0.32
160,India,Kerala,Alappuzha,2008,Alappuzha2008,266.0,Alappuzha,15.164706,144094.0,0.32
161,India,Kerala,Alappuzha,2009,Alappuzha2009,266.0,Alappuzha,17.983334,157123.0,0.32
162,India,Kerala,Alappuzha,2010,Alappuzha2010,266.0,Alappuzha,15.366667,167178.0,0.32
163,India,Kerala,Alappuzha,2011,Alappuzha2011,266.0,Alappuzha,19.317648,176915.0,0.32
164,India,Kerala,Alappuzha,2012,Alappuzha2012,266.0,Alappuzha,24.434999,188023.0,0.32
165,India,Kerala,Alappuzha,2013,Alappuzha2013,266.0,Alappuzha,17.945173,196701.0,0.32
166,India,Kerala,Alappuzha,2014,Alappuzha2014,266.0,Alappuzha,18.478571,206100.0,0.32
167,India,Kerala,Alappuzha,2015,Alappuzha2015,266.0,Alappuzha,28.969231,221750.0,0.32
168,India,Kerala,Alappuzha,2016,Alappuzha2016,266.0,Alappuzha,35.235714,239260.0,0.32
169,India,Kerala,Alappuzha,2017,Alappuzha2017,266.0,Alappuzha,33.200001,255206.0,0.32
170,India,Kerala,Alappuzha,2018,Alappuzha2018,266.0,Alappuzha,22.870888,275488.0,0.32
171,India,Uttar Pradesh,Aligarh,2000,Aligarh2000,546.0,Aligarh,12.0,198839.0,0.28
172,India,Uttar Pradesh,Aligarh,2001,Aligarh2001,546.0,Aligarh,,202456.0,0.28
173,India,Uttar Pradesh,Aligarh,2002,Aligarh2002,546.0,Aligarh,,209007.0,0.28
174,India,Uttar Pradesh,Aligarh,2003,Aligarh2003,546.0,Aligarh,,220012.0,0.28
175,India,Uttar Pradesh,Aligarh,2004,Aligarh2004,546.0,Aligarh,28.0,231029.0,0.28
176,India,Uttar Pradesh,Aligarh,2005,Aligarh2005,546.0,Aligarh,41.111111,244514.0,0.28
177,India,Uttar Pradesh,Aligarh,2006,Aligarh2006,546.0,Aligarh,,263935.0,0.28
178,India,Uttar Pradesh,Aligarh,2007,Aligarh2007,546.0,Aligarh,,280851.0,0.28
179,India,Uttar Pradesh,Aligarh,2008,Aligarh2008,546.0,Aligarh,,302192.0,0.28
180,India,Uttar Pradesh,Aligarh,2009,Aligarh2009,546.0,Aligarh,,320989.0,0.28
181,India,Uttar Pradesh,Aligarh,2010,Aligarh2010,546.0,Aligarh,,346621.0,0.28
182,India,Uttar Pradesh,Aligarh,2011,Aligarh2011,546.0,Aligarh,,365375.0,0.28
183,India,Uttar Pradesh,Aligarh,2012,Aligarh2012,546.0,Aligarh,,381471.0,0.28
184,India,Uttar Pradesh,Aligarh,2013,Aligarh2013,546.0,Aligarh,,400680.0,0.28
185,India,Uttar Pradesh,Aligarh,2014,Aligarh2014,546.0,Aligarh,,413263.0,0.28
186,India,Uttar Pradesh,Aligarh,2015,Aligarh2015,546.0,Aligarh,,448582.0,0.28
187,India,Uttar Pradesh,Aligarh,2016,Aligarh2016,546.0,Aligarh,14.222222,503182.0,0.28
188,India,Uttar Pradesh,Aligarh,2017,Aligarh2017,546.0,Aligarh,,522441.0,0.28
189,India,Uttar Pradesh,Aligarh,2018,Aligarh2018,546.0,Aligarh,43.84,537577.0,0.28
190,India,West Bengal,Alipurduar,2000,Alipurduar2000,623.0,Jalpaiguri,36.0,151670.0,0.22
191,India,West Bengal,Alipurduar,2001,Alipurduar2001,623.0,Jalpaiguri,36.599998,162624.0,0.22
192,India,West Bengal,Alipurduar,2002,Alipurduar2002,623.0,Jalpaiguri,30.4,168324.0,0.22
193,India,West Bengal,Alipurduar,2003,Alipurduar2003,623.0,Jalpaiguri,,178214.0,0.22
194,India,West Bengal,Alipurduar,2004,Alipurduar2004,623.0,Jalpaiguri,22.333334,190029.0,0.22
195,India,West Bengal,Alipurduar,2005,Alipurduar2005,623.0,Jalpaiguri,45.0,201994.0,0.22
196,India,West Bengal,Alipurduar,2006,Alipurduar2006,623.0,Jalpaiguri,39.0,217849.0,0.22
197,India,West Bengal,Alipurduar,2007,Alipurduar2007,623.0,Jalpaiguri,,234798.0,0.22
198,India,West Bengal,Alipurduar,2008,Alipurduar2008,623.0,Jalpaiguri,21.6,244262.0,0.22
199,India,West Bengal,Alipurduar,2009,Alipurduar2009,623.0,Jalpaiguri,18.571428,263230.0,0.22
200,India,West Bengal,Alipurduar,2010,Alipurduar2010,623.0,Jalpaiguri,,279191.0,0.22
201,India,West Bengal,Alipurduar,2011,Alipurduar2011,623.0,Jalpaiguri,20.666666,289432.0,0.22
202,India,West Bengal,Alipurduar,2012,Alipurduar2012,623.0,Jalpaiguri,26.0,301479.0,0.22
203,India,West Bengal,Alipurduar,2013,Alipurduar2013,623.0,Jalpaiguri,76.666664,308238.0,0.22
204,India,West Bengal,Alipurduar,2014,Alipurduar2014,623.0,Jalpaiguri,,315425.0,0.22
205,India,West Bengal,Alipurduar,2015,Alipurduar2015,623.0,Jalpaiguri,,334561.0,0.22
206,India,West Bengal,Alipurduar,2016,Alipurduar2016,623.0,Jalpaiguri,27.555555,357756.0,0.22
207,India,West Bengal,Alipurduar,2017,Alipurduar2017,623.0,Jalpaiguri,34.888889,381534.0,0.22
208,India,West Bengal,Alipurduar,2018,Alipurduar2018,623.0,Jalpaiguri,25.5,403248.0,0.22
209,India,Madhya Pradesh,Alirajpur,2000,Alirajpur2000,283.0,Alirajpur,113.6,85664.0,0.32
210,India,Madhya Pradesh,Alirajpur,2001,Alirajpur2001,283.0,Alirajpur,134.28572,91792.0,0.32
211,India,Madhya Pradesh,Alirajpur,2002,Alirajpur2002,283.0,Alirajpur,117.33334,87005.0,0.32
212,India,Madhya Pradesh,Alirajpur,2003,Alirajpur2003,283.0,Alirajpur,,96765.0,0.32
213,India,Madhya Pradesh,Alirajpur,2004,Alirajpur2004,283.0,Alirajpur,131.42857,99940.0,0.32
214,India,Madhya Pradesh,Alirajpur,2005,Alirajpur2005,283.0,Alirajpur,,104975.0,0.32
215,India,Madhya Pradesh,Alirajpur,2006,Alirajpur2006,283.0,Alirajpur,70.888885,114545.0,0.32
216,India,Madhya Pradesh,Alirajpur,2007,Alirajpur2007,283.0,Alirajpur,86.727272,119958.0,0.32
217,India,Madhya Pradesh,Alirajpur,2008,Alirajpur2008,283.0,Alirajpur,118.88889,135124.0,0.32
218,India,Madhya Pradesh,Alirajpur,2009,Alirajpur2009,283.0,Alirajpur,119.55556,147933.0,0.32
219,India,Madhya Pradesh,Alirajpur,2010,Alirajpur2010,283.0,Alirajpur,117.11111,155701.0,0.32
220,India,Madhya Pradesh,Alirajpur,2011,Alirajpur2011,283.0,Alirajpur,99.0,169600.0,0.32
221,India,Madhya Pradesh,Alirajpur,2012,Alirajpur2012,283.0,Alirajpur,123.11111,184305.0,0.32
222,India,Madhya Pradesh,Alirajpur,2013,Alirajpur2013,283.0,Alirajpur,123.25,193761.0,0.32
223,India,Madhya Pradesh,Alirajpur,2014,Alirajpur2014,283.0,Alirajpur,82.36364,203761.0,0.32
224,India,Madhya Pradesh,Alirajpur,2015,Alirajpur2015,283.0,Alirajpur,59.090908,222663.0,0.32
225,India,Madhya Pradesh,Alirajpur,2016,Alirajpur2016,283.0,Alirajpur,77.400002,251943.0,0.32
226,India,Madhya Pradesh,Alirajpur,2017,Alirajpur2017,283.0,Alirajpur,112.75,265451.0,0.32
227,India,Madhya Pradesh,Alirajpur,2018,Alirajpur2018,283.0,Alirajpur,74.0,289720.0,0.32
228,India,Uttarakhand,Almora,2000,Almora2000,618.0,Almora,,15934.0,0.27
229,India,Uttarakhand,Almora,2001,Almora2001,618.0,Almora,,16690.0,0.27
230,India,Uttarakhand,Almora,2002,Almora2002,618.0,Almora,,18253.0,0.27
231,India,Uttarakhand,Almora,2003,Almora2003,618.0,Almora,,19697.0,0.27
232,India,Uttarakhand,Almora,2004,Almora2004,618.0,Almora,,22288.0,0.27
233,India,Uttarakhand,Almora,2005,Almora2005,618.0,Almora,,25448.0,0.27
234,India,Uttarakhand,Almora,2006,Almora2006,618.0,Almora,,28514.0,0.27
235,India,Uttarakhand,Almora,2007,Almora2007,618.0,Almora,,33498.0,0.27
236,India,Uttarakhand,Almora,2008,Almora2008,618.0,Almora,36.0,37064.0,0.27
237,India,Uttarakhand,Almora,2009,Almora2009,618.0,Almora,6.0,43407.0,0.27
238,India,Uttarakhand,Almora,2010,Almora2010,618.0,Almora,,47967.0,0.27
239,India,Uttarakhand,Almora,2011,Almora2011,618.0,Almora,,52748.0,0.27
240,India,Uttarakhand,Almora,2012,Almora2012,618.0,Almora,52.0,56663.0,0.27
241,India,Uttarakhand,Almora,2013,Almora2013,618.0,Almora,,60931.0,0.27
242,India,Uttarakhand,Almora,2014,Almora2014,618.0,Almora,,65031.0,0.27
243,India,Uttarakhand,Almora,2015,Almora2015,618.0,Almora,,70433.0,0.27
244,India,Uttarakhand,Almora,2016,Almora2016,618.0,Almora,32.400002,77758.0,0.27
245,India,Uttarakhand,Almora,2017,Almora2017,618.0,Almora,,83915.0,0.27
246,India,Uttarakhand,Almora,2018,Almora2018,618.0,Almora,,86147.0,0.27
247,India,Rajasthan,Alwar,2000,Alwar2000,467.0,Alwar,76.181816,89372.0,0.39
248,India,Rajasthan,Alwar,2001,Alwar2001,467.0,Alwar,56.848484,99549.0,0.39
249,India,Rajasthan,Alwar,2002,Alwar2002,467.0,Alwar,61.161289,87589.0,0.39
250,India,Rajasthan,Alwar,2003,Alwar2003,467.0,Alwar,,115459.0,0.39
251,India,Rajasthan,Alwar,2004,Alwar2004,467.0,Alwar,61.828571,112636.0,0.39
252,India,Rajasthan,Alwar,2005,Alwar2005,467.0,Alwar,46.823528,120202.0,0.39
253,India,Rajasthan,Alwar,2006,Alwar2006,467.0,Alwar,79.272728,134350.0,0.39
254,India,Rajasthan,Alwar,2007,Alwar2007,467.0,Alwar,68.900002,140471.0,0.39
255,India,Rajasthan,Alwar,2008,Alwar2008,467.0,Alwar,58.0,152284.0,0.39
256,India,Rajasthan,Alwar,2009,Alwar2009,467.0,Alwar,59.096775,161159.0,0.39
257,India,Rajasthan,Alwar,2010,Alwar2010,467.0,Alwar,78.333336,185366.0,0.39
258,India,Rajasthan,Alwar,2011,Alwar2011,467.0,Alwar,75.703705,202749.0,0.39
259,India,Rajasthan,Alwar,2012,Alwar2012,467.0,Alwar,60.888889,210171.0,0.39
260,India,Rajasthan,Alwar,2013,Alwar2013,467.0,Alwar,107.84615,222730.0,0.39
261,India,Rajasthan,Alwar,2014,Alwar2014,467.0,Alwar,44.941177,238689.0,0.39
262,India,Rajasthan,Alwar,2015,Alwar2015,467.0,Alwar,74.550003,257415.0,0.39
263,India,Rajasthan,Alwar,2016,Alwar2016,467.0,Alwar,62.363636,271636.0,0.39
264,India,Rajasthan,Alwar,2017,Alwar2017,467.0,Alwar,40.633335,285979.0,0.39
265,India,Rajasthan,Alwar,2018,Alwar2018,467.0,Alwar,56.0,291356.0,0.39
266,India,Haryana,Ambala,2000,Ambala2000,162.0,Ambala,32.823528,63211.0,0.37
267,India,Haryana,Ambala,2001,Ambala2001,162.0,Ambala,26.0,68094.0,0.37
