"X","country","state","district","year","dyid","Serial.No.","District","calcium","SDP","Gini"
2159,"India","Rajasthan","Chittaurgarh",2001,"Chittaurgarh2001",475,"Chittaurgarh",48,99549,0.3
,,,,,,,,,,
,,,,,,,,,,
2162,"India","Rajasthan","Chittaurgarh",2004,"Chittaurgarh2004",475,"Chittaurgarh",40,112636,0.3
,,,,,,,,,,
2164,"India","Rajasthan","Chittaurgarh",2006,"Chittaurgarh2006",475,"Chittaurgarh",92,134350,0.3
,,,,,,,,,,
2166,"India","Rajasthan","Chittaurgarh",2008,"Chittaurgarh2008",475,"Chittaurgarh",110.5,152284,0.3
2167,"India","Rajasthan","Chittaurgarh",2009,"Chittaurgarh2009",475,"Chittaurgarh",48,161159,0.3
2168,"India","Rajasthan","Chittaurgarh",2010,"Chittaurgarh2010",475,"Chittaurgarh",136,185366,0.3
2169,"India","Rajasthan","Chittaurgarh",2011,"Chittaurgarh2011",475,"Chittaurgarh",62,202749,0.3
2170,"India","Rajasthan","Chittaurgarh",2012,"Chittaurgarh2012",475,"Chittaurgarh",80,210171,0.3
2171,"India","Rajasthan","Chittaurgarh",2013,"Chittaurgarh2013",475,"Chittaurgarh",108,222730,0.3
2172,"India","Rajasthan","Chittaurgarh",2014,"Chittaurgarh2014",475,"Chittaurgarh",74,238689,0.3
,,,,,,,,,,
2174,"India","Rajasthan","Chittaurgarh",2016,"Chittaurgarh2016",475,"Chittaurgarh",18,271636,0.3
2175,"India","Rajasthan","Chittaurgarh",2017,"Chittaurgarh2017",475,"Chittaurgarh",186,285979,0.3
2176,"India","Rajasthan","Chittaurgarh",2018,"Chittaurgarh2018",475,"Chittaurgarh",90,291356,0.3
2177,"India","Andhra Pradesh","Chittoor",2000,"Chittoor2000",12,"Chittoor",39.18182,96394,0.31
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2181,"India","Andhra Pradesh","Chittoor",2004,"Chittoor2004",12,"Chittoor",60.222221,121388,0.31
2182,"India","Andhra Pradesh","Chittoor",2005,"Chittoor2005",12,"Chittoor",107.41666,128150,0.31
2183,"India","Andhra Pradesh","Chittoor",2006,"Chittoor2006",12,"Chittoor",65.315788,141610,0.31
2184,"India","Andhra Pradesh","Chittoor",2007,"Chittoor2007",12,"Chittoor",104.05128,159270,0.31
2185,"India","Andhra Pradesh","Chittoor",2008,"Chittoor2008",12,"Chittoor",75.23027,163341,0.31
2186,"India","Andhra Pradesh","Chittoor",2009,"Chittoor2009",12,"Chittoor",43.5,174401,0.31
2187,"India","Andhra Pradesh","Chittoor",2010,"Chittoor2010",12,"Chittoor",79.297295,186041,0.31
,,,,,,,,,,
2190,"India","Andhra Pradesh","Chittoor",2013,"Chittoor2013",12,"Chittoor",55.333332,202959,0.31
2191,"India","Andhra Pradesh","Chittoor",2014,"Chittoor2014",12,"Chittoor",80.903229,223706,0.31
2192,"India","Andhra Pradesh","Chittoor",2015,"Chittoor2015",12,"Chittoor",97.3125,251838,0.31
2193,"India","Andhra Pradesh","Chittoor",2016,"Chittoor2016",12,"Chittoor",109.16666,269061,0.31
2194,"India","Andhra Pradesh","Chittoor",2017,"Chittoor2017",12,"Chittoor",117,296701,0.31
2195,"India","Andhra Pradesh","Chittoor",2018,"Chittoor2018",12,"Chittoor",90.03125,314863,0.31
2196,"India","Rajasthan","Chittorgarh",2000,"Chittorgarh2000",475,"Chittaurgarh",105.5,89372,0.3
2197,"India","Rajasthan","Chittorgarh",2001,"Chittorgarh2001",475,"Chittaurgarh",94.133331,99549,0.3
2198,"India","Rajasthan","Chittorgarh",2002,"Chittorgarh2002",475,"Chittaurgarh",85.666664,87589,0.3
2199,"India","Rajasthan","Chittorgarh",2003,"Chittorgarh2003",475,"Chittaurgarh",28,115459,0.3
2200,"India","Rajasthan","Chittorgarh",2004,"Chittorgarh2004",475,"Chittaurgarh",73.25,112636,0.3
2201,"India","Rajasthan","Chittorgarh",2005,"Chittorgarh2005",475,"Chittaurgarh",69.333336,120202,0.3
2202,"India","Rajasthan","Chittorgarh",2006,"Chittorgarh2006",475,"Chittaurgarh",94.545456,134350,0.3
2203,"India","Rajasthan","Chittorgarh",2007,"Chittorgarh2007",475,"Chittaurgarh",63,140471,0.3
2204,"India","Rajasthan","Chittorgarh",2008,"Chittorgarh2008",475,"Chittaurgarh",61.166668,152284,0.3
2205,"India","Rajasthan","Chittorgarh",2009,"Chittorgarh2009",475,"Chittaurgarh",94,161159,0.3
2206,"India","Rajasthan","Chittorgarh",2010,"Chittorgarh2010",475,"Chittaurgarh",60.200001,185366,0.3
2207,"India","Rajasthan","Chittorgarh",2011,"Chittorgarh2011",475,"Chittaurgarh",69.875,202749,0.3
2208,"India","Rajasthan","Chittorgarh",2012,"Chittorgarh2012",475,"Chittaurgarh",114,210171,0.3
2209,"India","Rajasthan","Chittorgarh",2013,"Chittorgarh2013",475,"Chittaurgarh",96.099998,222730,0.3
2210,"India","Rajasthan","Chittorgarh",2014,"Chittorgarh2014",475,"Chittaurgarh",97.384613,238689,0.3
2211,"India","Rajasthan","Chittorgarh",2015,"Chittorgarh2015",475,"Chittaurgarh",97.285713,257415,0.3
2213,"India","Rajasthan","Chittorgarh",2017,"Chittorgarh2017",475,"Chittaurgarh",80.866669,285979,0.3
2214,"India","Rajasthan","Chittorgarh",2018,"Chittorgarh2018",475,"Chittaurgarh",48.299999,291356,0.3
2215,"India","Rajasthan","Churu",2000,"Churu2000",460,"Churu",85.875,89372,0.21
2216,"India","Rajasthan","Churu",2001,"Churu2001",460,"Churu",89.894737,99549,0.21
2217,"India","Rajasthan","Churu",2002,"Churu2002",460,"Churu",69.25,87589,0.21
,,,,,,,,,,
2219,"India","Rajasthan","Churu",2004,"Churu2004",460,"Churu",74.222221,112636,0.21
2220,"India","Rajasthan","Churu",2005,"Churu2005",460,"Churu",68,120202,0.21
2221,"India","Rajasthan","Churu",2006,"Churu2006",460,"Churu",66.181816,134350,0.21
2222,"India","Rajasthan","Churu",2007,"Churu2007",460,"Churu",92.75,140471,0.21
2223,"India","Rajasthan","Churu",2008,"Churu2008",460,"Churu",81.588234,152284,0.21
2225,"India","Rajasthan","Churu",2010,"Churu2010",460,"Churu",83.692307,185366,0.21
2226,"India","Rajasthan","Churu",2011,"Churu2011",460,"Churu",82.199997,202749,0.21
2228,"India","Rajasthan","Churu",2013,"Churu2013",460,"Churu",81.411766,222730,0.21
2230,"India","Rajasthan","Churu",2015,"Churu2015",460,"Churu",36.705883,257415,0.21
2231,"India","Rajasthan","Churu",2016,"Churu2016",460,"Churu",67.238098,271636,0.21
2232,"India","Rajasthan","Churu",2017,"Churu2017",460,"Churu",65.434784,285979,0.21
2233,"India","Rajasthan","Churu",2018,"Churu2018",460,"Churu",70.199997,291356,0.21
2234,"India","Tamilnadu","Coimbatore",2000,"Coimbatore2000",501,"Coimbatore",166,165323,0.34
2235,"India","Tamilnadu","Coimbatore",2001,"Coimbatore2001",501,"Coimbatore",143.41176,162120,0.34
2236,"India","Tamilnadu","Coimbatore",2002,"Coimbatore2002",501,"Coimbatore",131.38461,162931,0.34
,,,,,,,,,,
2238,"India","Tamilnadu","Coimbatore",2004,"Coimbatore2004",501,"Coimbatore",46.5,193645,0.34
2239,"India","Tamilnadu","Coimbatore",2005,"Coimbatore2005",501,"Coimbatore",126.15385,221588,0.34
2240,"India","Tamilnadu","Coimbatore",2006,"Coimbatore2006",501,"Coimbatore",114.61539,256286,0.34
2241,"India","Tamilnadu","Coimbatore",2007,"Coimbatore2007",501,"Coimbatore",95.333336,272340,0.34
,,,,,,,,,,
2243,"India","Tamilnadu","Coimbatore",2009,"Coimbatore2009",501,"Coimbatore",123.57143,316760,0.34
2244,"India","Tamilnadu","Coimbatore",2010,"Coimbatore2010",501,"Coimbatore",51.200001,359961,0.34
2245,"India","Tamil Nadu","Coimbatore",2011,"Coimbatore2011",501,"Coimbatore",40.454544,386508,0.34
,,,,,,,,,,
,,,,,,,,,,
2248,"India","Tamilnadu","Coimbatore",2014,"Coimbatore2014",501,"Coimbatore",53.454544,453805,0.34
2249,"India","Tamilnadu","Coimbatore",2015,"Coimbatore2015",501,"Coimbatore",66.26667,494217,0.34
2250,"India","Tamilnadu","Coimbatore",2016,"Coimbatore2016",501,"Coimbatore",68.615387,528398,0.34
2251,"India","Tamilnadu","Coimbatore",2017,"Coimbatore2017",501,"Coimbatore",97.699997,573224,0.34
2252,"India","Tamilnadu","Coimbatore",2018,"Coimbatore2018",501,"Coimbatore",112.8,614079,0.34
2253,"India","West Bengal","Coochbehar",2000,"Coochbehar2000",630,"Parganas Koch Bihar",16.285715,151670,0.2
2255,"India","West Bengal","Coochbehar",2002,"Coochbehar2002",630,"Parganas Koch Bihar",54,168324,0.2
,,,,,,,,,,
2258,"India","West Bengal","Coochbehar",2005,"Coochbehar2005",630,"Parganas Koch Bihar",32.200001,201994,0.2
2259,"India","West Bengal","Coochbehar",2006,"Coochbehar2006",630,"Parganas Koch Bihar",27.181818,217849,0.2
2260,"India","West Bengal","Coochbehar",2007,"Coochbehar2007",630,"Parganas Koch Bihar",12,234798,0.2
2261,"India","West Bengal","Coochbehar",2008,"Coochbehar2008",630,"Parganas Koch Bihar",20.210526,244262,0.2
2262,"India","West Bengal","Coochbehar",2009,"Coochbehar2009",630,"Parganas Koch Bihar",20.636364,263230,0.2
2263,"India","West Bengal","Coochbehar",2010,"Coochbehar2010",630,"Parganas Koch Bihar",27.987499,279191,0.2
2264,"India","West Bengal","Coochbehar",2011,"Coochbehar2011",630,"Parganas Koch Bihar",57.333332,289432,0.2
2265,"India","West Bengal","Coochbehar",2012,"Coochbehar2012",630,"Parganas Koch Bihar",36.833332,301479,0.2
2266,"India","West Bengal","Coochbehar",2013,"Coochbehar2013",630,"Parganas Koch Bihar",41.894737,308238,0.2
,,,,,,,,,,
,,,,,,,,,,
2269,"India","West Bengal","Coochbehar",2016,"Coochbehar2016",630,"Parganas Koch Bihar",22.866667,357756,0.2
2270,"India","West Bengal","Coochbehar",2017,"Coochbehar2017",630,"Parganas Koch Bihar",47.034481,381534,0.2
2271,"India","West Bengal","Coochbehar",2018,"Coochbehar2018",630,"Parganas Koch Bihar",24.842106,403248,0.2
2272,"India","Tamilnadu","Cuddalore",2000,"Cuddalore2000",521,"Cuddalore",117.83334,165323,0.27
2273,"India","Tamilnadu","Cuddalore",2001,"Cuddalore2001",521,"Cuddalore",110.46154,162120,0.27
2274,"India","Tamilnadu","Cuddalore",2002,"Cuddalore2002",521,"Cuddalore",90.666664,162931,0.27
,,,,,,,,,,
2276,"India","Tamilnadu","Cuddalore",2004,"Cuddalore2004",521,"Cuddalore",57.714287,193645,0.27
2277,"India","Tamilnadu","Cuddalore",2005,"Cuddalore2005",521,"Cuddalore",57.375,221588,0.27
2278,"India","Tamilnadu","Cuddalore",2006,"Cuddalore2006",521,"Cuddalore",128,256286,0.27
2279,"India","Tamilnadu","Cuddalore",2007,"Cuddalore2007",521,"Cuddalore",121.16666,272340,0.27
,,,,,,,,,,
2281,"India","Tamilnadu","Cuddalore",2009,"Cuddalore2009",521,"Cuddalore",43.454544,316760,0.27
2282,"India","Tamilnadu","Cuddalore",2010,"Cuddalore2010",521,"Cuddalore",83.090912,359961,0.27
2283,"India","Tamilnadu","Cuddalore",2011,"Cuddalore2011",521,"Cuddalore",70.444443,386508,0.27
,,,,,,,,,,
,,,,,,,,,,
2286,"India","Tamilnadu","Cuddalore",2014,"Cuddalore2014",521,"Cuddalore",56.888889,453805,0.27
2287,"India","Tamilnadu","Cuddalore",2015,"Cuddalore2015",521,"Cuddalore",55.555557,494217,0.27
2288,"India","Tamilnadu","Cuddalore",2016,"Cuddalore2016",521,"Cuddalore",62.260868,528398,0.27
2289,"India","Tamilnadu","Cuddalore",2017,"Cuddalore2017",521,"Cuddalore",54.639999,573224,0.27
2290,"India","Tamilnadu","Cuddalore",2018,"Cuddalore2018",521,"Cuddalore",76.380951,614079,0.27
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2300,"India","Odisha","Cuttack",2009,"Cuttack2009",402,"Cuttack",46.228573,93957,0.29
,,,,,,,,,,
,,,,,,,,,,
2303,"India","Odisha","Cuttack",2012,"Cuttack2012",402,"Cuttack",54.272728,109755,0.29
2304,"India","Odisha","Cuttack",2013,"Cuttack2013",402,"Cuttack",37.294117,118290,0.29
2305,"India","Odisha","Cuttack",2014,"Cuttack2014",402,"Cuttack",49.407406,119716,0.29
2306,"India","Odisha","Cuttack",2015,"Cuttack2015",402,"Cuttack",45.830509,128474,0.29
,,,,,,,,,,
2308,"India","Odisha","Cuttack",2017,"Cuttack2017",402,"Cuttack",46.222221,160442,0.29
2309,"India","Odisha","Cuttack",2018,"Cuttack2018",402,"Cuttack",49.584908,171679,0.29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2338,"India","Karnataka","Dakshina Kannada",2009,"Dakshina Kannada2009",230,"Dakshina Kannada",11.076923,218363,0.44
2339,"India","Karnataka","Dakshina Kannada",2010,"Dakshina Kannada2010",230,"Dakshina Kannada",23.360001,240817,0.44
,,,,,,,,,,
2341,"India","Karnataka","Dakshina Kannada",2012,"Dakshina Kannada2012",230,"Dakshina Kannada",17.09091,265132,0.44
2342,"India","Karnataka","Dakshina Kannada",2013,"Dakshina Kannada2013",230,"Dakshina Kannada",13.777778,289086,0.44
,,,,,,,,,,
,,,,,,,,,,
2345,"India","Karnataka","Dakshina Kannada",2016,"Dakshina Kannada2016",230,"Dakshina Kannada",17.771429,380537,0.44
,,,,,,,,,,
2347,"India","Karnataka","Dakshina Kannada",2018,"Dakshina Kannada2018",230,"Dakshina Kannada",0,435701,0.44
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2367,"India","Madhya Pradesh","Damoh",2000,"Damoh2000",302,"Damoh",95.53846,85664,0.23
2368,"India","Madhya Pradesh","Damoh",2001,"Damoh2001",302,"Damoh",76.285713,91792,0.23
2369,"India","Madhya Pradesh","Damoh",2002,"Damoh2002",302,"Damoh",92.333336,87005,0.23
,,,,,,,,,,
2371,"India","Madhya Pradesh","Damoh",2004,"Damoh2004",302,"Damoh",94,99940,0.23
,,,,,,,,,,
2374,"India","Madhya Pradesh","Damoh",2007,"Damoh2007",302,"Damoh",69.238098,119958,0.23
2375,"India","Madhya Pradesh","Damoh",2008,"Damoh2008",302,"Damoh",114,135124,0.23
2376,"India","Madhya Pradesh","Damoh",2009,"Damoh2009",302,"Damoh",92.533333,147933,0.23
2377,"India","Madhya Pradesh","Damoh",2010,"Damoh2010",302,"Damoh",98.533333,155701,0.23
2378,"India","Madhya Pradesh","Damoh",2011,"Damoh2011",302,"Damoh",60,169600,0.23
2379,"India","Madhya Pradesh","Damoh",2012,"Damoh2012",302,"Damoh",32.133335,184305,0.23
2380,"India","Madhya Pradesh","Damoh",2013,"Damoh2013",302,"Damoh",63.42857,193761,0.23
2381,"India","Madhya Pradesh","Damoh",2014,"Damoh2014",302,"Damoh",53.375,203761,0.23
2382,"India","Madhya Pradesh","Damoh",2015,"Damoh2015",302,"Damoh",71.928574,222663,0.23
2383,"India","Madhya Pradesh","Damoh",2016,"Damoh2016",302,"Damoh",48.210526,251943,0.23
2384,"India","Madhya Pradesh","Damoh",2017,"Damoh2017",302,"Damoh",66.157898,265451,0.23
2385,"India","Madhya Pradesh","Damoh",2018,"Damoh2018",302,"Damoh",98.421051,289720,0.23
,,,,,,,,,,
2388,"India","Chhattisgarh","Dantewada",2002,"Dantewada2002",113,"Bastar",36.307693,33071,0.31
,,,,,,,,,,
2390,"India","Chhattisgarh","Dantewada",2004,"Dantewada2004",113,"Bastar",38.727272,41387,0.31
2391,"India","Chhattisgarh","Dantewada",2005,"Dantewada2005",113,"Bastar",33.75,42063,0.31
,,,,,,,,,,
2393,"India","Chhattisgarh","Dantewada",2007,"Dantewada2007",113,"Bastar",20,54112,0.31
2394,"India","Chhattisgarh","Dantewada",2008,"Dantewada2008",113,"Bastar",29.6,57662,0.31
2395,"India","Chhattisgarh","Dantewada",2009,"Dantewada2009",113,"Bastar",48,59263,0.31
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2406,"India","Bihar","Darbhanga",2001,"Darbhanga2001",76,"Darbhanga",18,59105,0.2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2411,"India","Bihar","Darbhanga",2006,"Darbhanga2006",76,"Darbhanga",47.333332,80260,0.2
2412,"India","Bihar","Darbhanga",2007,"Darbhanga2007",76,"Darbhanga",64,84415,0.2
2413,"India","Bihar","Darbhanga",2008,"Darbhanga2008",76,"Darbhanga",36.857143,97284,0.2
2414,"India","Bihar","Darbhanga",2009,"Darbhanga2009",76,"Darbhanga",37.333332,101938,0.2
2415,"India","Bihar","Darbhanga",2010,"Darbhanga2010",76,"Darbhanga",55.333332,117503,0.2
2417,"India","Bihar","Darbhanga",2012,"Darbhanga2012",76,"Darbhanga",29,134303,0.2
2418,"India","Bihar","Darbhanga",2013,"Darbhanga2013",76,"Darbhanga",45.049999,139961,0.2
,,,,,,,,,,
,,,,,,,,,,
2421,"India","Bihar","Darbhanga",2016,"Darbhanga2016",76,"Darbhanga",38,163967,0.2
,,,,,,,,,,
2424,"India","West Bengal","Darjeeling",2000,"Darjeeling2000",624,"Darjeeling",31.545454,151670,0.28
2425,"India","West Bengal","Darjeeling",2001,"Darjeeling2001",624,"Darjeeling",39.166668,162624,0.28
2426,"India","West Bengal","Darjeeling",2002,"Darjeeling2002",624,"Darjeeling",31.818182,168324,0.28
,,,,,,,,,,
2428,"India","West Bengal","Darjeeling",2004,"Darjeeling2004",624,"Darjeeling",19.272728,190029,0.28
2429,"India","West Bengal","Darjeeling",2005,"Darjeeling2005",624,"Darjeeling",48.666668,201994,0.28
2430,"India","West Bengal","Darjeeling",2006,"Darjeeling2006",624,"Darjeeling",21.333334,217849,0.28
2431,"India","West Bengal","Darjeeling",2007,"Darjeeling2007",624,"Darjeeling",17.333334,234798,0.28
2432,"India","West Bengal","Darjeeling",2008,"Darjeeling2008",624,"Darjeeling",23.833334,244262,0.28
2433,"India","West Bengal","Darjeeling",2009,"Darjeeling2009",624,"Darjeeling",19.294117,263230,0.28
2434,"India","West Bengal","Darjeeling",2010,"Darjeeling2010",624,"Darjeeling",24,279191,0.28
2435,"India","West Bengal","Darjeeling",2011,"Darjeeling2011",624,"Darjeeling",15.111111,289432,0.28
2436,"India","West Bengal","Darjeeling",2012,"Darjeeling2012",624,"Darjeeling",30.545454,301479,0.28
,,,,,,,,,,
,,,,,,,,,,
2440,"India","West Bengal","Darjeeling",2016,"Darjeeling2016",624,"Darjeeling",16.071428,357756,0.28
2441,"India","West Bengal","Darjeeling",2017,"Darjeeling2017",624,"Darjeeling",26.962963,381534,0.28
2442,"India","West Bengal","Darjeeling",2018,"Darjeeling2018",624,"Darjeeling",13.071428,403248,0.28
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2448,"India","Assam","Darrang",2005,"Darrang2005",52,"Darrang",32,48602,0.22
2450,"India","Assam","Darrang",2007,"Darrang2007",52,"Darrang",30,52968,0.22
,,,,,,,,,,
,,,,,,,,,,
2454,"India","Assam","Darrang",2011,"Darrang2011",52,"Darrang",14,66942,0.22
2455,"India","Assam","Darrang",2012,"Darrang2012",52,"Darrang",6.5,68579,0.22
,,,,,,,,,,
2457,"India","Assam","Darrang",2014,"Darrang2014",52,"Darrang",34,75776,0.22
2458,"India","Assam","Darrang",2015,"Darrang2015",52,"Darrang",23.366667,86750,0.22
2459,"India","Assam","Darrang",2016,"Darrang2016",52,"Darrang",30.846153,92961,0.22
,,,,,,,,,,
2461,"India","Assam","Darrang",2018,"Darrang2018",52,"Darrang",36.886627,105897,0.22
2462,"India","Madhya Pradesh","Datia",2000,"Datia2000",289,"Datia",88.333336,85664,0.23
2463,"India","Madhya Pradesh","Datia",2001,"Datia2001",289,"Datia",30,91792,0.23
2464,"India","Madhya Pradesh","Datia",2002,"Datia2002",289,"Datia",48,87005,0.23
,,,,,,,,,,
2466,"India","Madhya Pradesh","Datia",2004,"Datia2004",289,"Datia",70.85714,99940,0.23
2467,"India","Madhya Pradesh","Datia",2005,"Datia2005",289,"Datia",77.666664,104975,0.23
,,,,,,,,,,
2469,"India","Madhya Pradesh","Datia",2007,"Datia2007",289,"Datia",47.714287,119958,0.23
2471,"India","Madhya Pradesh","Datia",2009,"Datia2009",289,"Datia",62.57143,147933,0.23
2472,"India","Madhya Pradesh","Datia",2010,"Datia2010",289,"Datia",93,155701,0.23
2473,"India","Madhya Pradesh","Datia",2011,"Datia2011",289,"Datia",49,169600,0.23
2474,"India","Madhya Pradesh","Datia",2012,"Datia2012",289,"Datia",68,184305,0.23
2475,"India","Madhya Pradesh","Datia",2013,"Datia2013",289,"Datia",33.777779,193761,0.23
2478,"India","Madhya Pradesh","Datia",2016,"Datia2016",289,"Datia",60.666668,251943,0.23
2479,"India","Madhya Pradesh","Datia",2017,"Datia2017",289,"Datia",106,265451,0.23
2480,"India","Madhya Pradesh","Datia",2018,"Datia2018",289,"Datia",94.111115,289720,0.23
2481,"India","Rajasthan","Dausa",2000,"Dausa2000",462,"Dausa",30.285715,89372,0.22
2482,"India","Rajasthan","Dausa",2001,"Dausa2001",462,"Dausa",54.46154,99549,0.22
2483,"India","Rajasthan","Dausa",2002,"Dausa2002",462,"Dausa",68,87589,0.22
,,,,,,,,,,
2486,"India","Rajasthan","Dausa",2005,"Dausa2005",462,"Dausa",55.599998,120202,0.22
2487,"India","Rajasthan","Dausa",2006,"Dausa2006",462,"Dausa",35,134350,0.22
2488,"India","Rajasthan","Dausa",2007,"Dausa2007",462,"Dausa",70.46154,140471,0.22
2489,"India","Rajasthan","Dausa",2008,"Dausa2008",462,"Dausa",87.666664,152284,0.22
2490,"India","Rajasthan","Dausa",2009,"Dausa2009",462,"Dausa",59.714287,161159,0.22
2491,"India","Rajasthan","Dausa",2010,"Dausa2010",462,"Dausa",39.5,185366,0.22
2492,"India","Rajasthan","Dausa",2011,"Dausa2011",462,"Dausa",87.875,202749,0.22
2493,"India","Rajasthan","Dausa",2012,"Dausa2012",462,"Dausa",86.666664,210171,0.22
2494,"India","Rajasthan","Dausa",2013,"Dausa2013",462,"Dausa",128.66667,222730,0.22
2495,"India","Rajasthan","Dausa",2014,"Dausa2014",462,"Dausa",68,238689,0.22
2496,"India","Rajasthan","Dausa",2015,"Dausa2015",462,"Dausa",43.599998,257415,0.22
2497,"India","Rajasthan","Dausa",2016,"Dausa2016",462,"Dausa",80,271636,0.22
2498,"India","Rajasthan","Dausa",2017,"Dausa2017",462,"Dausa",84,285979,0.22
2499,"India","Rajasthan","Dausa",2018,"Dausa2018",462,"Dausa",48.285713,291356,0.22
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2506,"India","Karnataka","Davangere",2006,"Davangere2006",246,"Davanagere",61.81818,181086,0.28
,,,,,,,,,,
,,,,,,,,,,
2509,"India","Karnataka","Davangere",2009,"Davangere2009",246,"Davanagere",20.923077,218363,0.28
,,,,,,,,,,
2511,"India","Karnataka","Davangere",2011,"Davangere2011",246,"Davanagere",28,248040,0.28
,,,,,,,,,,
2513,"India","Karnataka","Davangere",2013,"Davangere2013",246,"Davanagere",39.857143,289086,0.28
,,,,,,,,,,
,,,,,,,,,,
2516,"India","Karnataka","Davangere",2016,"Davangere2016",246,"Davanagere",50.793102,380537,0.28
,,,,,,,,,,
2518,"India","Karnataka","Davangere",2018,"Davangere2018",246,"Davanagere",0,435701,0.28
2519,"India","Uttarakhand","Dehradun",2000,"Dehradun2000",615,"Dehradun",33.625,15934,0.28
2520,"India","Uttarakhand","Dehradun",2001,"Dehradun2001",615,"Dehradun",26.666666,16690,0.28
2521,"India","Uttarakhand","Dehradun",2002,"Dehradun2002",615,"Dehradun",27,18253,0.28
2522,"India","Uttarakhand","Dehradun",2003,"Dehradun2003",615,"Dehradun",39,19697,0.28
2523,"India","Uttarakhand","Dehradun",2004,"Dehradun2004",615,"Dehradun",19,22288,0.28
2524,"India","Uttarakhand","Dehradun",2005,"Dehradun2005",615,"Dehradun",29.5,25448,0.28
2525,"India","Uttarakhand","Dehradun",2006,"Dehradun2006",615,"Dehradun",13.625,28514,0.28
2526,"India","Uttarakhand","Dehradun",2007,"Dehradun2007",615,"Dehradun",38.799999,33498,0.28
2527,"India","Uttarakhand","Dehradun",2008,"Dehradun2008",615,"Dehradun",31.959999,37064,0.28
2528,"India","Uttarakhand","Dehradun",2009,"Dehradun2009",615,"Dehradun",35.0625,43407,0.28
2529,"India","Uttarakhand","Dehradun",2010,"Dehradun2010",615,"Dehradun",31.200001,47967,0.28
2530,"India","Uttarakhand","Dehradun",2011,"Dehradun2011",615,"Dehradun",33,52748,0.28
2531,"India","Uttarakhand","Dehradun",2012,"Dehradun2012",615,"Dehradun",28.013332,56663,0.28
2532,"India","Uttarakhand","Dehradun",2013,"Dehradun2013",615,"Dehradun",28.333334,60931,0.28
2533,"India","Uttarakhand","Dehradun",2014,"Dehradun2014",615,"Dehradun",36.5,65031,0.28
2534,"India","Uttarakhand","Dehradun",2015,"Dehradun2015",615,"Dehradun",27.285715,70433,0.28
2535,"India","Uttarakhand","Dehradun",2016,"Dehradun2016",615,"Dehradun",37.371429,77758,0.28
,,,,,,,,,,
2537,"India","Uttarakhand","Dehradun",2018,"Dehradun2018",615,"Dehradun",34.5,86147,0.28
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2547,"India","Odisha","Deogarh",2009,"Deogarh2009",417,"Debagarh",44.799999,93957,0.29
,,,,,,,,,,
,,,,,,,,,,
2550,"India","Odisha","Deogarh",2012,"Deogarh2012",417,"Debagarh",47,109755,0.29
2551,"India","Odisha","Deogarh",2013,"Deogarh2013",417,"Debagarh",36,118290,0.29
2552,"India","Odisha","Deogarh",2014,"Deogarh2014",417,"Debagarh",45.5,119716,0.29
2553,"India","Odisha","Deogarh",2015,"Deogarh2015",417,"Debagarh",39.42857,128474,0.29
,,,,,,,,,,
2555,"India","Odisha","Deogarh",2017,"Deogarh2017",417,"Debagarh",33.714287,160442,0.29
2556,"India","Odisha","Deogarh",2018,"Deogarh2018",417,"Debagarh",35.5,171679,0.29
2557,"India","Jharkhand","Deoghar",2000,"Deoghar2000",213,"Deoghar",44,38351,0.27
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2561,"India","Jharkhand","Deoghar",2004,"Deoghar2004",213,"Deoghar",55,53056,0.27
